,6,0,1000-1059,3,2,27,70,Comair Inc.,10055,24179,1363,1297685,1245396,0.0,8.999810569042966e-05,18,Philadelphia International,39.868,-75.249,Norfolk International,0.0,0.0,0.0,82.0,8.95,0.21719792438843588,0.23045267489711935,0.23068835866640533,0.17235203820569675
5,2,0,0600-0659,4,1,26,143,Southwest Airlines Co.,20794,113709,5720,2743323,13382999,6.178236301460919e-05,9.889412309998219e-05,21,Stapleton International,39.774,-104.88,NONE,0.1,0.7,3.1,39.0,10.74,0.24861999587288486,0.18786731291566006,0.1908767011272706,0.06922199047656527
8,4,1,0700-0759,3,1,19,142,United Air Lines Inc.,11484,55706,374,955406,8501631,0.00025380424062159367,0.00022898547349326266,25,Ronald Reagan Washington National,38.852,-77.037,NONE,0.0,0.0,0.0,92.0,5.82,0.2214602874333307,0.18786731291566006,0.2420213543952026,0.09866934471503891
1,5,0,1800-1859,2,5,3,66,SkyWest Airlines Inc.,1528,62105,430,178166,3472966,3.419267401443636e-05,9.900278805864171e-05,13,Reno/Tahoe International,39.498,-119.768,Salt Lake City International,0.0,0.0,0.0,54.0,2.01,0.2080508474576271,0.13888029693782863,0.17172256567191768,0.23995998284979278
3,5,0,0700-0759,6,1,32,143,Southwest Airlines Co.,14450,114119,1006,1208249,13382999,6.178236301460919e-05,9.889412309998219e-05,22,LaGuardia,40.779,-73.876,NONE,0.0,0.0,0.0,59.0,6.93,0.2043892222493479,0.18786731291566006,0.20171141658757616,0.08736439794618384
3,5,0,0800-0859,4,1,46,66,Mesa Airlines Inc.,5670,18407,1756,780326,1191889,0.0,9.131157116170832e-05,17,Washington Dulles International,38.942,-77.458,NONE,0.05,0.0,0.0,50.0,20.8,0.16739585314818337,0.18786731291566006,0.20171141658757616,0.10836054370111625
6,3,0,1900-1959,1,4,25,50,Comair Inc.,11017,24179,2351,955406,1245396,0.0,8.999810569042966e-05,16,Ronald Reagan Washington National,38.852,-77.037,Birmingham Airport,0.0,0.0,0.0,91.0,4.92,0.21719792438843588,0.24083333333333334,0.2371748183838497,0.3906000563433186
6,1,0,0900-0959,10,2,32,173,United Air Lines Inc.,14595,53737,5054,1908862,8501631,0.00025380424062159367,0.00022898547349326266,3,San Francisco International,37.619,-122.375,San Diego International Lindbergh Fl,0.0,0.0,0.0,67.0,11.18,0.2654725819785065,0.21098783106657124,0.25356818055271996,0.15193661229822564
8,7,0,1500-1559,4,4,78,158,Delta Air Lines Inc.,35256,91062,21837,4365661,12460183,0.0001441658849878598,0.0001486602009422039,23,Atlanta Municipal,33.641,-84.427,Sarasota/Bradenton Airport,0.0,0.0,0.0,96.0,6.04,0.16858626734603602,0.18786731291566006,0.19651916171077882,0.245737460685317
3,3,1,1200-1259,7,3,26,191,Delta Air Lines Inc.,13625,84142,1166,1903352,12460183,0.0001441658849878598,0.0001486602009422039,3,McCarran International,36.08,-115.152,Salt Lake City International,0.25,0.0,0.0,62.0,9.62,0.12407527113409467,0.14728237487451598,0.15126881465218853,0.17969758820344067
4,7,0,1700-1759,3,5,42,142,United Air Lines Inc.,12902,51763,247,1581456,8501631,0.00025380424062159367,0.00022898547349326266,25,Minneapolis-St Paul International,44.886,-93.218,Stapleton International,0.0,0.0,0.0,81.0,8.28,0.18322289581277315,0.17808323207776428,0.20372403138594136,0.24453475935828878
11,7,0,1100-1159,4,2,35,230,Frontier Airlines Inc.,11407,12129,50,1960746,1857122,0.00011572564827677376,7.134694872433899e-06,3,Seattle International,47.447,-122.306,McCarran International,0.09,0.0,0.0,58.0,9.17,0.21868530020703933,0.16068506599760007,0.11388531555763458,0.12955447728275254
6,2,0,0900-0959,7,1,29,191,Delta Air Lines Inc.,10606,87183,2810,1680928,12460183,0.0001441658849878598,0.0001486602009422039,1,John F. Kennedy International,40.639,-73.777,NONE,0.42,0.0,0.0,87.0,6.26,0.20073005268776473,0.18786731291566006,0.23238814664486912,0.15193661229822564
12,7,1,1700-1759,2,5,40,90,Comair Inc.,5758,24003,176,780326,1245396,0.0,8.999810569042966e-05,4,Washington Dulles International,38.942,-77.458,Douglas Municipal,0.45,0.0,0.0,52.0,3.13,0.2236157846436219,0.186039740883616,0.226980167528948,0.2622231253810201
9,6,0,1800-1859,10,5,21,175,Southwest Airlines Co.,8363,107436,5536,1093478,13382999,6.178236301460919e-05,9.889412309998219e-05,3,Friendship International,39.176,-76.671,Long Island MacArthur,0.0,0.0,0.0,91.0,2.01,0.12482946793997271,0.18786731291566006,0.1044504333891762,0.20512938153789687
1,5,0,1600-1659,2,4,12,172,American Airlines Inc.,7380,75506,675,1023434,11744595,9.82082928995461e-05,0.00017728721959309724,9,San Diego International Lindbergh Fl,32.733,-117.187,Chicago O'Hare International,0.07,0.0,0.0,64.0,4.47,0.16084351412341452,0.28113965664190915,0.17172256567191768,0.21289034649935834
12,1,0,0700-0759,10,1,23,189,Hawaiian Airlines Inc.,13645,7268,90,1908862,905990,0.00012049421761126928,0.00019784966571132842,0,San Francisco International,37.619,-122.375,NONE,0.0,0.0,0.0,56.0,4.25,0.09193480986209779,0.18786731291566006,0.25164658017962693,0.10819386055366066
1,3,1,1900-1959,2,6,11,76,"Midwest Airline, Inc.",3859,24623,596,385767,1529740,1.25293581928874e-06,0.00012382274422796983,2,Pittsburgh International,40.497,-80.236,Newark Liberty International,0.0,0.0,0.0,31.0,9.62,0.1965838703622599,0.24930284439486894,0.18060695780903036,0.24791896499849564
6,5,0,2000-2059,2,5,6,76,American Eagle Airlines Inc.,4208,27159,152,385767,1204766,0.00034840766560500434,0.00010686715174900371,0,Pittsburgh International,40.497,-80.236,Chicago O'Hare International,0.0,0.0,0.0,88.0,4.47,0.24696065031292713,0.3082476265822785,0.22267777065983343,0.37173557580004674
3,1,0,0700-0759,5,1,10,110,Delta Air Lines Inc.,3488,84142,271,401950,12460183,0.0001441658849878598,0.0001486602009422039,18,San Antonio International,29.533,-98.469,NONE,0.01,0.0,0.0,86.0,6.93,0.12407527113409467,0.18786731291566006,0.1608678955453149,0.08736439794618384
5,2,0,1300-1359,3,3,57,142,United Air Lines Inc.,28802,53980,6863,3103410,8501631,0.00025380424062159367,0.00022898547349326266,23,Chicago O'Hare International,41.978,-87.906,Logan International,0.63,0.0,0.0,70.0,9.4,0.21281967747190095,0.2033898305084746,0.1908767011272706,0.20861410866594413
10,6,0,0900-0959,6,1,27,173,United Air Lines Inc.,14630,54923,676,1827202,8501631,0.00025380424062159367,0.00022898547349326266,4,Phoenix Sky Harbor International,33.436,-112.009,NONE,0.0,0.0,0.0,90.0,4.47,0.1563762728301277,0.18786731291566006,0.11216232157602926,0.12171668817383341
2,3,1,1300-1359,4,2,33,175,Southwest Airlines Co.,15964,94922,3015,2780593,13382999,6.178236301460919e-05,9.889412309998219e-05,5,Los Angeles International,33.942,-118.408,San Jose International,0.09,0.0,0.0,61.0,10.29,0.25888729226540047,0.1930807248764415,0.23188882312969905,0.2464869187707072
7,5,0,0800-0859,5,1,6,160,American Airlines Inc.,3560,79247,708,401950,11744595,9.82082928995461e-05,0.00017728721959309724,5,San Antonio International,29.533,-98.469,NONE,0.0,0.0,0.0,94.0,12.97,0.2377091471954006,0.18786731291566006,0.2109389724452486,0.11304974765681326
2,2,1,2000-2059,2,4,25,100,JetBlue Airways,10502,22053,768,955406,3190369,0.0001600389254787507,0.00012686617611396965,12,Ronald Reagan Washington National,38.852,-77.037,Logan International,0.0,0.0,0.0,54.0,7.38,0.2808576253763125,0.23792337590227652,0.20574501515922722,0.28036957511874555
3,6,0,1100-1159,4,2,43,143,Southwest Airlines Co.,9887,114119,939,1065782,13382999,6.178236301460919e-05,9.889412309998219e-05,18,Salt Lake City International,40.784,-111.967,San Jose International,0.3,1.3,0.0,40.0,5.14,0.2043892222493479,0.14144641301190822,0.19045586952891627,0.16464471403812825
8,2,1,1500-1559,11,2,20,159,JetBlue Airways,10855,25270,3662,1680928,3190369,0.0001600389254787507,0.00012686617611396965,2,John F. Kennedy International,40.639,-73.777,McCarran International,0.0,0.0,0.0,89.0,8.05,0.3166625093539536,0.19245734809937146,0.21854794364701643,0.245737460685317
8,1,0,1700-1759,2,4,69,228,Spirit Air Lines,35256,18296,920,4365661,2688839,9.173723925704242e-06,0.00012465107307156237,3,Atlanta Municipal,33.641,-84.427,Houston Intercontinental,0.08,0.0,0.0,93.0,5.82,0.2658898305084746,0.20603062874536288,0.181217245220313,0.29361752145124004
12,4,0,1900-1959,1,8,76,129,SkyWest Airlines Inc.,32251,70473,2044,4365661,3472966,3.419267401443636e-05,9.900278805864171e-05,11,Atlanta Municipal,33.641,-84.427,Southwest Georgia Regional,0.0,0.0,0.0,52.0,4.92,0.20251253418413856,0.18786731291566006,0.18161763307532852,0.3021548662088563
7,3,0,2000-2059,4,4,13,160,Delta Air Lines Inc.,13781,90457,3179,1960746,12460183,0.0001441658849878598,0.0001486602009422039,20,Seattle International,47.447,-122.306,Washington Dulles International,0.0,0.0,0.0,83.0,4.25,0.19021873914984375,0.20457223662502946,0.2030270924776752,0.33619836198361985
12,7,0,1300-1359,2,4,57,50,SkyWest Airlines Inc.,21145,70473,4475,2743323,3472966,3.419267401443636e-05,9.900278805864171e-05,18,Stapleton International,39.774,-104.88,Lambert-St. Louis International,0.0,0.0,0.0,56.0,8.72,0.20251253418413856,0.2392295995945261,0.226980167528948,0.22320712904898865
12,1,0,0900-0959,2,2,48,50,SkyWest Airlines Inc.,18534,70473,2998,2780593,3472966,3.419267401443636e-05,9.900278805864171e-05,16,Los Angeles International,33.942,-118.408,Arcata,0.0,0.0,0.0,69.0,5.14,0.20251253418413856,0.18786731291566006,0.25164658017962693,0.15522286780609865
12,7,0,1600-1659,1,3,59,128,American Airlines Inc.,19683,79228,8434,2006675,11744595,9.82082928995461e-05,0.00017728721959309724,20,Douglas Municipal,35.219,-80.936,Pittsburgh International,0.0,0.0,0.0,53.0,6.26,0.17834477639636295,0.18424753867791843,0.226980167528948,0.2496167373072414
12,4,0,1100-1159,4,2,16,142,United Air Lines Inc.,9282,51152,768,1391212,8501631,0.00025380424062159367,0.00022898547349326266,18,Fort Lauderdale-Hollywood International,26.074,-80.152,Houston Intercontinental,0.26,0.0,0.0,71.0,12.97,0.19380849532037436,0.18015813253012047,0.18161763307532852,0.19388839304687833
2,6,0,1100-1159,2,1,19,76,Endeavor Air Inc.,9408,17673,1332,1680928,1212846,0.0,9.351277617445623e-05,10,John F. Kennedy International,40.639,-73.777,NONE,0.0,0.0,0.0,33.0,21.92,0.20350445742391637,0.18786731291566006,0.16393883923764402,0.2068757235616852
5,2,0,0600-0659,11,1,38,170,United Air Lines Inc.,12849,53980,1180,1472200,8501631,0.00025380424062159367,0.00022898547349326266,29,Logan International,42.364,-71.006,NONE,0.3,0.0,0.0,64.0,12.3,0.21281967747190095,0.18786731291566006,0.1908767011272706,0.06922199047656527
1,1,1,1300-1359,4,3,38,128,American Airlines Inc.,14576,75506,4756,1827202,11744595,9.82082928995461e-05,0.00017728721959309724,19,Phoenix Sky Harbor International,33.436,-112.009,Salt Lake City International,0.0,0.0,0.0,68.0,11.41,0.16084351412341452,0.13888029693782863,0.1769969124782088,0.19522697795071337
2,6,0,1100-1159,2,3,52,50,SkyWest Airlines Inc.,16530,56790,3246,2743323,3472966,3.419267401443636e-05,9.900278805864171e-05,18,Stapleton International,39.774,-104.88,Jamestown Regional,0.0,0.0,1.2,48.0,10.29,0.23924894003634162,0.18786731291566006,0.16393883923764402,0.2068757235616852
7,1,0,1900-1959,1,11,3,123,Hawaiian Airlines Inc.,1500,7329,806,154082,905990,0.00012049421761126928,0.00019784966571132842,15,Keahole,19.739,-156.046,Honolulu International,0.0,0.0,0.0,89.0,7.83,0.08731501057082452,0.10461997019374068,0.2199389713578136,0.35212814645308926
9,5,0,1200-1259,3,3,9,175,Southwest Airlines Co.,4389,107436,3386,529046,13382999,6.178236301460919e-05,9.889412309998219e-05,2,Metropolitan Oakland International,37.721,-122.221,Chicago Midway International,0.0,0.0,0.0,91.0,7.38,0.12482946793997271,0.15280709159983116,0.16524705156864256,0.12769196328632193
11,2,0,1100-1159,5,3,10,150,Frontier Airlines Inc.,4263,12129,31,477995,1857122,0.00011572564827677376,7.134694872433899e-06,14,Kansas City International,39.298,-94.714,Stapleton International,0.0,0.0,0.0,27.0,8.95,0.21868530020703933,0.17703961874955546,0.15312997191176758,0.12955447728275254
12,3,0,1300-1359,3,4,45,76,American Eagle Airlines Inc.,27188,26721,5330,3103410,1204766,0.00034840766560500434,0.00010686715174900371,4,Chicago O'Hare International,41.978,-87.906,Greater Buffalo International,0.0,0.0,0.0,27.0,8.72,0.17687226304460774,0.1816816816816817,0.1962651650035195,0.22320712904898865
